movie_index,imdb_id
214,113501
215,113538
216,113552
217,110367
218,113670
219,110296
220,109731
221,110322
222,110443
223,110365
224,110391
225,113691
226,110428
227,113755
228,110538
229,110516
230,110527
231,113808
232,113896
233,113870
234,110684
235,110638
236,113967
237,110671
238,110632
239,110737
240,110729
241,114151
242,114069
243,114113
244,114210
245,110912
246,114084
247,110889
248,110932
249,114214
250,114296
251,114268
252,114571
253,111333
254,111112
255,111255
256,111282
257,111070
258,111161
259,111149
260,108260
261,114594
262,111309
263,113936
264,114614
265,114608
266,111280
267,114609
268,111454
269,114852
270,114694
271,111590
272,114788
273,114888
274,108550
275,114857
276,114924
277,111667
278,109655
279,110598
280,112435
281,109040
282,109045
283,106339
284,104779
285,109348
286,109444
287,109446
288,109484
289,109504
290,109506
291,109450
292,109813
293,109830
294,109831
295,113305
296,110091
297,110093
298,110167
299,110213
300,110357
301,107426
302,110475
303,110478
304,110588
305,110622
306,110771
307,110950
308,105226
309,110989
310,111054
311,110997
312,111257
313,111256
314,111438
315,111503
316,111693
317,111742
318,111756
319,112443
320,110455
321,111048
322,110399
323,112570
324,109454
325,110186
326,108069
327,111301
328,112702
329,113014
330,113409
331,109021
332,109035
333,106220
334,111804
335,106226
336,109068
337,109067
338,106292
339,109198
340,109219
341,106379
342,106400
343,109254
344,109279
345,109297
346,109303
347,109305
348,109306
349,106452
350,106471
351,106489
352,109361
353,106505
354,106519
355,109439
356,109443
357,106582
358,106598
359,109456
360,109480
361,109493
362,106673
363,106677
364,106697
365,109729
366,106834
367,106873
368,109783
369,106881
370,106880
371,111732
372,106926
373,111712
374,106941
375,106918
376,106965
377,109842
378,106977
379,107004
380,109890
381,109891
382,109913
383,109920
384,107057
385,107076
386,107096
387,107144
388,113674
389,112966
390,107151
391,110064
392,110074
393,110097
394,110123
395,107206
396,107207
397,110137
398,108551
399,110197
400,107286
401,107290
402,107302
403,110265
404,107322
405,110305
406,107362
407,107413
408,110353
409,107468
410,107478
411,107497
412,107501
413,107507
414,107554
415,116253
416,111689
417,107616
418,107611
419,107613
420,107614
421,107653
422,110657
423,110649
424,110678
425,110687
426,107756
427,107808
428,107818
429,107822
430,107840
431,107889
432,111003
433,110939
434,110955
435,107943
436,110971
437,107969
438,111001
439,107978
440,107977
441,107983
442,105275
443,108000
444,108002
445,108026
446,108052
447,111094
448,108065
449,108071
450,111127
451,111143
452,108101
453,108122
454,111194
455,111201
456,108149
457,108160
458,108162
459,108186
460,108174
461,108238
462,108255
463,111323
464,111400
465,108328
466,111418
467,107688
468,108333
469,108358
470,111488
471,108399
472,108515
473,110763
474,114906
475,107002
476,109403
477,104029
478,110623
479,107315
480,106408
481,110363
482,111709
483,111252
484,110366
485,109120
486,110892
487,112651
488,112572
489,99785
490,99653
491,103639
492,103064
493,99348
494,96895
495,102926
496,101414
497,100405
498,110395
499,109934
500,112606
501,117247
502,112625
503,116282
504,116552
505,116514
506,117283
507,116684
508,110374
509,118001
510,116165
511,107471
512,117891
513,113613
514,117381
515,115837
516,115509
517,112844
518,114658
519,116275
520,117608
521,113448
522,116414
523,116095
524,113947
525,115956
526,117060
527,117071
528,116136
529,116168
530,116683
531,116287
532,116768
533,116269
534,114787
535,117128
536,117705
537,108181
538,113443
539,109491
540,114048
541,117104
542,117688
543,117774
544,114736
545,112604
546,116289
547,109593
548,112368
549,104046
550,115742
551,117420
552,115951
553,117107
554,117979
555,95776
556,115851
557,116322
558,109374
559,112817
560,117108
561,113270
562,115963
563,116448
564,116827
565,112701
566,113429
567,116508
568,117500
569,117998
570,115624
571,117894
572,117723
573,112691
574,117768
575,115571
576,103926
577,113849
578,113188
579,110480
580,108211
581,117331
582,117765
583,113280
584,116669
585,116594
586,113211
587,117951
588,118523
589,117737
590,116277
591,116583
592,115798
593,116778
594,116213
595,117218
596,116040
597,116365
598,116905
599,116493
600,117333
601,118113
602,117628
603,117913
604,115530
605,115493
606,116320
607,116756
608,116823
609,118073
610,110246
611,115472
612,116707
613,116313
614,114550
615,117438
616,116531
617,116353
618,115857
619,117008
620,116191
621,115986
622,116571
623,117826
624,113080
625,117718
626,116225
627,115632
628,117918
629,116985
630,114936
631,115736
632,115836
633,116745
634,119214
635,110693
636,116418
637,120004
638,116654
639,116311
640,117965
641,115725
642,115783
643,113596
644,117991
645,117093
646,117357
647,116329
648,118742
649,116442
650,117011
651,117039
652,117473
653,116635
654,115678
655,116830
656,115847
657,117603
658,115438
659,115994
660,116259
661,116421
662,116000
663,115862
664,107131
665,106611
666,109127
667,102798
668,116361
669,95016
670,104692
671,118044
672,117582
673,117589
674,117887
675,117924
676,117791
677,115640
678,116908
679,116409
680,116913
681,117958
682,117202
683,116404
684,120107
685,116722
686,116242
687,117509
688,117802
689,117665
690,117781
691,116714
692,115491
693,95159
694,113731
695,92890
696,105236
697,91763
698,98627
699,103772
700,101761
701,104036
702,104348
703,117577
704,99371
705,92099
706,115885
707,117284
708,115580
709,116378
710,112907
711,117318
712,116422
713,117320
714,101775
715,96754
716,91288
717,116886
718,118147
719,108598
720,109781
721,110521
722,116059
723,115610
724,99028
725,112483
726,103850
727,97108
728,101700
729,101811
730,99703
731,102014
732,116209
733,102426
734,97937
735,98724
736,105107
737,105488
738,96257
739,102370
740,100332
741,93779
742,88846
743,90605
744,94336
745,99685
746,106308
747,89881
748,93058
749,104361
750,97499
751,103130
752,97441
753,100519
754,100150
755,97165
756,92610
757,88794
758,92005
759,107048
760,105695
761,100436
762,88763
763,101921
764,90967
765,94625
766,91203
767,99334
768,102536
769,97493
770,94006
771,97576
772,96332
773,91867
774,89886
775,97351
776,98635
777,116589
778,117550
779,116293
780,116953
781,116601
782,112537
783,103678
784,115535
785,106262
786,99030
787,90655
788,92632
789,101492
790,103919
791,101540
792,115495
793,117057
794,115751
795,119791
796,117731
797,117631
798,117666
799,116705
800,117293
801,117372
802,117477
803,115988
804,115433
805,99423
806,102975
807,98382
808,92007
809,103776
810,96487
811,100994
812,100114
813,115471
814,117773
815,105690
816,117119
817,116996
818,115906
819,116695
820,93822
821,94155
822,105435
823,115633
824,116621
825,116999
826,116410
827,119783
828,115641
829,112769
830,117571
831,104691
832,117038
833,116240
834,116477
835,117690
836,118163
837,117091
838,116250
839,117364
840,117028
841,119731
842,119115
843,120550
844,120390
845,112362
846,120414
847,118708
848,119664
849,106535
850,118928
851,119644
852,106266
853,106387
854,119937
855,109949
856,119640
857,119225
858,118111
859,118691
860,120238
861,119887
862,119141
863,120357
864,118548
865,120317
866,120318
867,116922
868,120036
869,119008
870,118750
871,118859
872,118702
873,116743
874,119951
875,119572
876,120053
877,120152
878,118064
879,115964
880,116041
881,119528
882,120094
883,118972
884,118829
885,118663
886,116931
887,120389
888,118623
889,119013
890,119381
891,118615
892,119229
893,116762
894,116783
895,118541
896,119859
897,120366
898,118586
899,120032
900,120461
901,115886
902,118655
903,118771
904,115760
905,115927
906,120383
907,120479
908,119109
909,119116
910,119809
911,119578
912,120087
913,120394
914,118556
915,115744
916,119567
917,117359
918,117561
919,120118
920,114303
921,120373
922,118787
923,118880
924,114134
925,120179
926,118688
927,119019
928,116502
929,119282
930,119502
931,119738
932,105569
933,119094
934,119098
935,116384
936,119848
937,120512
938,120133
939,118884
940,116930
941,119173
942,119190
943,118887
944,119081
945,120177
946,118570
947,119896
948,119361
949,119152
950,118818
951,118883
952,118966
953,120207
954,120112
955,119311
956,119509
957,119675
958,119695
959,119086
960,119484
961,118571
962,99810
963,102494
964,119465
965,120197
966,119360
967,119051
968,119874
969,119488
970,120102
971,119468
972,120169
973,120524
974,120323
975,119174
976,119123
977,120399
978,119632
979,118647
980,120151
981,120402
982,119349
983,120192
984,118842
985,119326
986,119164
987,119345
988,118971
989,119906
990,119324
991,119107
992,120481
993,120303
994,120539
995,119177
996,119095
997,119891
998,120257
999,120529
1000,119535
1001,119338
1002,119080
1003,119210
1004,118900
1005,118689
1006,119327
1007,119592
1008,119832
1009,120275
1010,120490
1011,119527
1012,119978
1013,118749
1014,90329
1015,119365
1016,120201
1017,118901
1018,107282
1019,118836
1020,120148
1021,119707
1022,120382
1023,120520
1024,119723
1025,116592
1026,119994
1027,119395
1028,118617
1029,120483
1030,118583
1031,118607
1032,118632
1033,123385
1034,118698
1035,118804
1036,118954
1037,119137
1038,119142
1039,119217
1040,119303
1041,119668
1042,119715
1043,119819
1044,120082
1045,120255
1046,120338
1047,120347
1048,119052
1049,119925
1050,119314
1051,120521
1052,119396
1053,119485
1054,119718
1055,118715
1056,118566
1057,119223
1058,118539
1059,120670
1060,120820
1061,120885
1062,118929
1063,116845
1064,120478
1065,120696
1066,120693
1067,119099
1068,120122
1069,118643
1070,120185
1071,118956
1072,119734
1073,120008
1074,120594
1075,119784
1076,118747
1077,120888
1078,120184
1079,118662
1080,120782
1081,119822
1082,99939
1083,119656
1084,119594
1085,120873
1086,120491
1087,119574
1088,112619
1089,120661
1090,118744
1091,120241
1092,120744
1093,120769
1094,120890
1095,125454
1096,120642
1097,119942
1098,119780
1099,120510
1100,120793
1101,124179
1102,119560
1103,120772
1104,120645
1105,119305
1106,119905
1107,120598
1108,124295
1109,118851
1110,120738
1111,120749
1112,120176
1113,120632
1114,120728
1115,120773
1116,120765
1117,124718
1118,119196
1119,120906
1120,119792
1121,118755
1122,130019
1123,118577
1124,120723
1125,120725
1126,138563
1127,119987
1128,120841
1129,120742
1130,120838
1131,141986
1132,120609
1133,120856
1134,120610
1135,118925
1136,113184
1137,119683
1138,120211
1139,118866
1140,120647
1141,120531
1142,125128
1143,119506
1144,120800
1145,120685
1146,118798
1147,120669
1148,120777
1149,119053
1150,119313
1151,119375
1152,120401
1153,120787
1154,120828
1155,127723
1156,118894
1157,139362
1158,119494
1159,125980
1160,116141
1161,122529
1162,119717
1163,120762
1164,120902
1165,126344
1166,118998
1167,120780
1168,120321
1169,120591
1170,122151
1171,123987
1172,122718
1173,138704
1174,140688
1175,129387
1176,89755
1177,93389
1178,95953
1179,97239
1180,100142
1181,91369
1182,88847
1183,89686
1184,93629
1185,95742
1186,97981
1187,89173
1188,91080
1189,95179
1190,97388
1191,95271
1192,97474
1193,93176
1194,98136
1195,105179
1196,94862
1197,99253
1198,103956
1199,91778
1200,95889
1201,99528
1202,93409
1203,97733
1204,104714
1205,99700
1206,89218
1207,120746
1208,119910
1209,96874
1210,99088
1211,94947
1212,95497
1213,99674
1214,102757
1215,119558
1216,134619
1217,120741
1218,120815
1219,137386
1220,88814
1221,109287
1222,109520
1223,106868
1224,91059
1225,91149
1226,107120
1227,104437
1228,97523
1229,120768
1230,120783
1231,131857
1232,119165
1233,120687
1234,98213
1235,89853
1236,90203
1237,106273
1238,96734
1239,89126
1240,90756
1241,89385
1242,97757
1243,104868
1244,104940
1245,104990
1246,89731
1247,100477
1248,107952
1249,89908
1250,102803
1251,111271
1252,111359
1253,108265
1254,102250
1255,101969
1256,91499
1257,107665
1258,96787
1259,101272
1260,120631
1261,120832
1262,120813
1263,92513
1264,90305
1265,90633
1266,101329
1267,89469
1268,91790
1269,90060
1270,90848
1271,91223
1272,93220
1273,97443
1274,140796
1275,118661
1276,120703
1277,120831
1278,116516
1279,99763
1280,100240
1281,94077
1282,119517
1283,124595
1284,120611
1285,120576
1286,118301
1287,120901
1288,119778
1289,95709
1290,94721
1291,119033
1292,120577
1293,119346
1294,123324
1295,119453
1296,139564
1297,96446
1298,94226
1299,120654
1300,120724
1301,119125
1302,119892
1303,128442
1304,123755
1305,118980
1306,124879
1307,119934
1308,92699
1309,92537
1310,96463
1311,95593
1312,98258
1313,100212
1314,100134
1315,104412
1316,105629
1317,92225
1318,91680
1319,90583
1320,96073
1321,98625
1322,102558
1323,101523
1324,102469
1325,104257
1326,107211
1327,120788
1328,120776
1329,120812
1330,118736
1331,120835
1332,122690
1333,146336
1334,118863
1335,119802
1336,126604
1337,100594
1338,109206
1339,105151
1340,99487
1341,117276
1342,144604
1343,120587
1344,120823
1345,120770
1346,120889
1347,124102
1348,104952
1349,119577
1350,139615
1351,120701
1352,122642
1353,119670
1354,90830
1355,120603
1356,120791
1357,147612
1358,118636
1359,120789
1360,120157
1361,150230
1362,124819
1363,100740
1364,120877
1365,120586
1366,116481
1367,120722
1368,158493
1369,120684
1370,133952
1371,120484
1372,127536
1373,120879
1374,130018
1375,155753
1376,119643
1377,120643
1378,116488
1379,89941
1380,90934
1381,91954
1382,91538
1383,99750
1384,120660
1385,134067
1386,120623
1387,120533
1388,120070
1389,91344
1390,89017
1391,89087
1392,89155
1393,97366
1394,89893
1395,91159
1396,91541
1397,90264
1398,89489
1399,89822
1400,91777
1401,93756
1402,95882
1403,98105
1404,120595
1405,119304
1406,165494
1407,124198
1408,155975
1409,147004
1410,120324
1411,141109
1412,120844
1413,120794
1414,128445
1415,138097
1416,89961
1417,98115
1418,89767
1419,89880
1420,95956
1421,89370
1422,88933
1423,94890
1424,89927
1425,100507
1426,88930
1427,90357
1428,92173
1429,90685
1430,91188
1431,91653
1432,91024
1433,91326
1434,97647
1435,128853
1436,120706
1437,120861
1438,120863
1439,133751
1440,120751
1441,129290
1442,120686
1443,120633
1444,142231
1445,119336
1446,120857
1447,120514
1448,118564
1449,127722
1450,120699
1451,150915
1452,145734
1453,120391
1454,132512
1455,120710
1456,139699
1457,120458
1458,93072
1459,91225
1460,93075
1461,99636
1462,90768
1463,91064
1464,97368
1465,91875
1466,90660
1467,92076
1468,99994
1469,91877
1470,92112
1471,90917
1472,91306
1473,91738
1474,90555
1475,92493
1476,92105
1477,91991
1478,90863
1479,90567
1480,91187
1481,91055
1482,92086
1483,120683
1484,151691
1485,149151
1486,160862
1487,138279
1488,163984
1489,120784
1490,145893
1491,138987
1492,128133
1493,174852
1494,124298
1495,139462
1496,120764
1497,119207
1498,155776
1499,132477
1500,151804
1501,137338
1502,134273
1503,123209
1504,120618
1505,119054
1506,134948
1507,98084
1508,105128
1509,106557
1510,109415
1511,122933
1512,142192
1513,139134
1514,120735
1515,159696
1516,120646
1517,144814
1518,131646
1519,94964
1520,107626
1521,118665
1522,141098
1523,160429
1524,129332
1525,139668
1526,118682
1527,118892
1528,187819
1529,131369
1530,120757
1531,120613
1532,133093
1533,147800
1534,120274
1535,129280
1536,119665
1537,127302
1538,154506
1539,139239
1540,151738
1541,126250
1542,119219
1543,123964
1544,143261
1545,136244
1546,133189
1547,120836
1548,120797
1549,126886
1550,120907
1551,137494
1552,138510
1553,162973
1554,138874
1555,155388
1556,89652
1557,99422
1558,120616
1559,118826
1560,120865
1561,140379
1562,138414
1563,120659
1564,120915
1565,166252
1566,94074
1567,89308
1568,125439
1569,139809
1570,126859
1571,128278
1572,186508
1573,126261
1574,141105
1575,164085
1576,145660
1577,120855
1578,144214
1579,184510
1580,122541
1581,120370
1582,142342
1583,139898
1584,119743
1585,99052
1586,158983
1587,120891
1588,162677
1589,163651
1590,137363
1591,158811
1592,185937
1593,120899
1594,120663
1595,139414
1596,161100
1597,120878
1598,97428
1599,157503
1600,171363
1601,141369
1602,162710
1603,149261
1604,132347
1605,163187
1606,162830
1607,96378
1608,91557
1609,91129
1610,90774
1611,92585
1612,90886
1613,88939
1614,91637
1615,91699
1616,91530
1617,91419
1618,92534
1619,91554
1620,93818
1621,93051
1622,93690
1623,92627
1624,92850
1625,93415
1626,94293
1627,89816
1628,144168
1629,129167
1630,167404
1631,155267
1632,122515
1633,168449
1634,120709
1635,120210
1636,138946
1637,131325
1638,120620
1639,165710
1640,168987
1641,138487
1642,113965
1643,91178
1644,88889
1645,118604
1646,95188
1647,94737
1648,100419
1649,102719
1650,104740
1651,96244
1652,107798
1653,130121
1654,133046
1655,176269
1656,105698
1657,188863
1658,156887
1659,160401
1660,181833
1661,91278
1662,95382
1663,103617
1664,113438
1665,104839
1666,181733
1667,120657
1668,138304
1669,160236
1670,164108
1671,119586
1672,120747
1673,163579
1674,125971
1675,126810
1676,145531
1677,164181
1678,133412
1679,151582
1680,102741
1681,169547
1682,181316
1683,126916
1684,127296
1685,173390
1686,89175
1687,97390
1688,125879
1689,108185
1690,111419
1691,150377
1692,120716
1693,140397
1694,129884
1695,160338
1696,159421
1697,168172
1698,164114
1699,134618
1700,120188
1701,162360
1702,133122
1703,134033
1704,194314
1705,106664
1706,95652
1707,91799
1708,156934
1709,167427
1710,171804
1711,168740
1712,165854
1713,165874
1714,143746
1715,100802
1716,91042
1717,95270
1718,176093
1719,91214
1720,104507
1721,104431
1722,94008
1723,137523
1724,187712
1725,160916
1726,119114
1727,160672
1728,192194
1729,203408
1730,166896
1731,97123
1732,200469
1733,168501
1734,163988
1735,142201
1736,144640
1737,172627
1738,99710
1739,93870
1740,100502
1741,96438
1742,97742
1743,91829
1744,185371
1745,166943
1746,120601
1747,144178
1748,154827
1749,157075
1750,120596
1751,145681
1752,140352
1753,181288
1754,156729
1755,200071
1756,99180
1757,92796
1758,89885
1759,97240
1760,106856
1761,93990
1762,100475
1763,94012
1764,93516
1765,104837
1766,101669
1767,105130
1768,113416
1769,172726
1770,149691
1771,120655
1772,151137
1773,190641
1774,165773
1775,160620
1776,101605
1777,105156
1778,119908
1779,94027
1780,93565
1781,164312
1782,165859
1783,178737
1784,162661
1785,143145
1786,96061
1787,93509
1788,93512
1789,105265
1790,93010
1791,89360
1792,100680
1793,95631
1794,99077
1795,99291
1796,101393
1797,101889
1798,90556
1799,146675
1800,120363
1801,155711
1802,134154
1803,161023
1804,104114
1805,160509
1806,172396
1807,144715
1808,160513
1809,158371
1810,99165
1811,96171
1812,100828
1813,96328
1814,150216
1815,205000
1816,120689
1817,124315
1818,167423
1819,141974
1820,166485
1821,182789
1822,164912
1823,120910
1824,175880
1825,119079
1826,174204
1827,151568
1828,106455
1829,87231
1830,146838
1831,125664
1832,177789
1833,134119
1834,195945
1835,174856
1836,145653
1837,196857
1838,120866
1839,192335
1840,174268
1841,120834
1842,172493
1843,208261
1844,156812
1845,134983
1846,95897
1847,97162
1848,94924
1849,106364
1850,88707
1851,102687
1852,100318
1853,90366
1854,186975
1855,120662
1856,141399
1857,156639
1858,104187
1859,104797
1860,105417
1861,108147
1862,104389
1863,106246
1864,88683
1865,105323
1866,105793
1867,108525
1868,104694
1869,105112
1870,103855
1871,104070
1872,104231
1873,104454
1874,105415
1875,105665
1876,105812
1877,103893
1878,104815
1879,105477
1880,104291
1881,104040
1882,105046
1883,103759
1884,134084
1885,105414
1886,144117
1887,171356
1888,144801
1889,116102
1890,163978
1891,184907
1892,220099
1893,107920
1894,181984
1895,162983
1896,134847
1897,190138
1898,159272
1899,221023
1900,184858
1901,185014
1902,158583
1903,181618
1904,194368
1905,186045
1906,156841
1907,181151
1908,218043
1909,165798
1910,94347
1911,97372
1912,92559
1913,183523
1914,142688
1915,101698
1916,94812
1917,94731
1918,104057
1919,90274
1920,102138
1921,98645
1922,93148
1923,91400
1924,91934
1925,94321
1926,98309
1927,92834
1928,92666
1929,93596
1930,89994
1931,108526
1932,88760
1933,90219
1934,195685
1935,195714
1936,103074
1937,91939
1938,96054
1939,97216
1940,100168
1941,102175
1942,99317
1943,89003
1944,92857
1945,109578
1946,101787
1947,101615
1948,100758
1949,103060
1950,108308
1951,90693
1952,91313
1953,92675
1954,113133
1955,93105
1956,95238
1957,107050
1958,165929
1959,195778
1960,202402
1961,127349
1962,91142
1963,100649
1964,92079
1965,107091
1966,117468
1967,99871
1968,112950
1969,93378
1970,89457
1971,91445
1972,146882
1973,138749
1974,192614
1975,102057
1976,91579
1977,95564
1978,100157
1979,104928
1980,89643
1981,107630
1982,93640
1983,165643
1984,186151
1985,217756
1986,122459
1987,160797
1988,172632
1989,183503
1990,119062
1991,97940
1992,98067
1993,93773
1994,102713
1995,191754
1996,144084
1997,171433
1998,149367
1999,166175
2000,236216
2001,160644
2002,102898
2003,93776
2004,176783
2005,199725
2006,141926
2007,159097
2008,104549
2009,144142
2010,132910
2011,158622
2012,198021
2013,189584
2014,180837
2015,162348
2016,220100
2017,106521
2018,112634
2019,115834
2020,156460
2021,93185
2022,96324
2023,172495
2024,167203
2025,153464
2026,188674
2027,185183
2028,210616
2029,165831
2030,156323
2031,174336
2032,171359
2033,89791
2034,181786
2035,96259
2036,104438
2037,130623
2038,217630
2039,215129
2040,196216
2041,119746
2042,120755
2043,184894
2044,116661
2045,208003
2046,98143
2047,100438
2048,102728
2049,107899
2050,110916
2051,95977
2052,105466
2053,92638
2054,103767
2055,94980
2056,97322
2057,89841
2058,99582
2059,89826
2060,90849
2061,90190
2062,98503
2063,98502
2064,91630
2065,100403
2066,93894
2067,94631
2068,89530
2069,99141
2070,92563
2071,105428
2072,94612
2073,105316
2074,102951
2075,100046
2076,94882
2077,92710
2078,93011
2079,187078
2080,179074
2081,182295
2082,145503
2083,162711
2084,143422
2085,99726
2086,93605
2087,102592
2088,90728
2089,204175
2090,162650
2091,120913
2092,186253
2093,120630
2094,183505
2095,187393
2096,131704
2097,177971
2098,200669
2099,97100
2100,106469
2101,89118
2102,99797
2103,89604
2104,94792
2105,99800
2106,102065
2107,93608
2108,159382
2109,219854
2110,175142
2111,179116
2112,212974
2113,120903
2114,200530
2115,168794
2116,163676
2117,161081
2118,210234
2119,205735
2120,104299
2121,103241
2122,105813
2123,92048
2124,205461
2125,144528
2126,171865
2127,174480
2128,200550
2129,164052
2130,186566
2131,206226
2132,195234
2133,106627
2134,95863
2135,110823
2136,138703
2137,95925
2138,99005
2139,98384
2140,111187
2141,251739
2142,234853
2143,130444
2144,163983
2145,173716
2146,233687
2147,138681
2148,191397
2149,199314
2150,209958
2151,236388
2152,95705
2153,102510
2154,118018
2155,120867
2156,160009
2157,236008
2158,168515
2159,204946
2160,198386
2161,234137
2162,161216
2163,209322
2164,216772
2165,171580
2166,190798
2167,204626
2168,202677
2169,181875
2170,211938
2171,191037
2172,197384
2173,134630
2174,182508
2175,181836
2176,164212
2177,192731
2178,206420
2179,168629
2180,218839
2181,210567
2182,211219
2183,222850
2184,210075
2185,210945
2186,93177
2187,95294
2188,104409
2189,93996
2190,100639
2191,91990
2192,100663
2193,215545
2194,210584
2195,259974
2196,208988
2197,212338
2198,180093
2199,170691
2200,202641
2201,208874
2202,205271
2203,162236
2204,213790
2205,160484
2206,113269
2207,89200
2208,93091
2209,249462
2210,230030
2211,223897
2212,229260
2213,192255
2214,219952
2215,192949
2216,160127
2217,146984
2218,185431
2219,203019
2220,199753
2221,197096
2222,203230
2223,216216
2224,186894
2225,230591
2226,213203
2227,211181
2228,213847
2229,180073
2230,217869
2231,190374
2232,228750
2233,190865
2234,88936
2235,93748
2236,96094
2237,93428
2238,92106
2239,94291
2240,96969
2241,96219
2242,88850
2243,208092
2244,95927
2245,156807
2246,241303
2247,242423
2248,120917
2249,183659
2250,207201
2251,181536
2252,219699
2253,247196
2254,162222
2255,218967
2256,200720
2257,212346
2258,190590
2259,210299
2260,120202
2261,219653
2262,149624
2263,218182
2264,146309
2265,181865
2266,218378
2267,189998
2268,93223
2269,97662
2270,101757
2271,90670
2272,107007
2273,110115
2274,218817
2275,238948
2276,206275
2277,194218
2278,237572
2279,104765
2280,102388
2281,95690
2282,105165
2283,95348
2284,108451
2285,186589
2286,209475
2287,178642
2288,92545
2289,92546
2290,92605
2291,92608
2292,92618
2293,92641
2294,92644
2295,92654
2296,92690
2297,92695
2298,92718
2299,92746
2300,92783
2301,92798
2302,92804
2303,92842
2304,92843
2305,92897
2306,92904
2307,92948
2308,92965
2309,92974
2310,92997
2311,93029
2312,93036
2313,93044
2314,93073
2315,93093
2316,93186
2317,93200
2318,93209
2319,93215
2320,93225
2321,93231
2322,93260
2323,93277
2324,93278
2325,93300
2326,93405
2327,93407
2328,93418
2329,93437
2330,93467
2331,93476
2332,93477
2333,93493
2334,93507
2335,93560
2336,93562
2337,93589
2338,93638
2339,93648
2340,192111
2341,190524
2342,242998
2343,120753
2344,212985
2345,190861
2346,231775
2347,265632
2348,230838
2349,177650
2350,249893
2351,166276
2352,233142
2353,236493
2354,250720
2355,182000
2356,251031
2357,179626
2358,192071
2359,99073
2360,116447
2361,96223
2362,90213
2363,100842
2364,99385
2365,101764
2366,102005
2367,100140
2368,97880
2369,100232
2370,127952
2371,201776
2372,91474
2373,100486
2374,97179
2375,93857
2376,100049
2377,118540
2378,91860
2379,89208
2380,102517
2381,215750
2382,242445
2383,205873
2384,209144
2385,250274
2386,125022
2387,239949
2388,244970
2389,227538
2390,246989
2391,236784
2392,206187
2393,164334
2394,221027
2395,189192
2396,266860
2397,221889
2398,268200
2399,238588
2400,243155
2401,245686
2402,236348
2403,246002
2404,201485
2405,221073
2406,210149
2407,231402
2408,240515
2409,240402
2410,211492
2411,116882
2412,132245
2413,245120
2414,203755
2415,141907
2416,209163
2417,162023
2418,240913
2419,89504
2420,98524
2421,101912
2422,107130
2423,152015
2424,101902
2425,90098
2426,183790
2427,212826
2428,260775
2429,208911
2430,204640
2431,256408
2432,225071
2433,126029
2434,206742
2435,203009
2436,213149
2437,206917
2438,234407
2439,102343
2440,100395
2441,101587
2442,95082
2443,95647
2444,94082
2445,94142
2446,244316
2447,255798
2448,161083
2449,212815
2450,251075
2451,244244
2452,254099
2453,116344
2454,102685
2455,98300
2456,105699
2457,92272
2458,90770
2459,230011
2460,146316
2461,240462
2462,232500
2463,212720
2464,255819
2465,250224
2466,258038
2467,284067
2468,203119
2469,246765
2470,239395
2471,271027
2472,257106
2473,245238
2474,99012
2475,94663
2476,91886
2477,93940
2478,105378
2479,91983
2480,118734
2481,93227
2482,102690
2483,89461
2484,163862
2485,173840
2486,250494
2487,227445
2488,242193
2489,273300
2490,227005
2491,245280
2492,188913
2493,109049
2494,130445
2495,94593
